date,title,date_open,revenue,numberofaudience,numberofscreen,numberofshow,nation,distributor,rating,genre,director
2004-01-01,실미도,2003-12-24,335967000,52617,51,309,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-01,반지의 제왕 : 왕의 귀환,2003-12-17,181601500,29151,43,198,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-01,동해물과 백두산이,2003-12-31,126571500,19433,21,148,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-01,러브 액츄얼리,2003-12-05,38110500,5662,10,53,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-01,더 캣,2003-12-31,28511500,4570,11,60,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-01,올드보이,2003-11-21,10656000,1620,4,16,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-01,해피에로크리스마스,2003-12-17,5587000,784,6,19,한국,(주)튜브엔터테인먼트,15세관람가,드라마,이건동
2004-01-02,실미도,2003-12-24,299345000,48100,50,289,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-02,반지의 제왕 : 왕의 귀환,2003-12-17,186704500,30680,42,190,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-02,동해물과 백두산이,2003-12-31,92659000,15208,20,147,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-02,러브 액츄얼리,2003-12-05,31687500,5035,11,53,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-02,더 캣,2003-12-31,19145000,3260,11,61,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-02,올드보이,2003-11-21,8751500,1410,4,15,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-02,해피에로크리스마스,2003-12-17,3984000,664,6,22,한국,(주)튜브엔터테인먼트,15세관람가,드라마,이건동
2004-01-03,실미도,2003-12-24,363085500,56907,50,298,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-03,반지의 제왕 : 왕의 귀환,2003-12-17,226212000,36323,44,196,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-03,동해물과 백두산이,2003-12-31,122609500,18961,20,143,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-03,러브 액츄얼리,2003-12-05,39138500,5845,10,53,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-03,더 캣,2003-12-31,29074000,4750,11,59,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-03,올드보이,2003-11-21,11253500,1717,4,15,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-03,해피에로크리스마스,2003-12-17,5146500,731,6,24,한국,(주)튜브엔터테인먼트,15세관람가,드라마,이건동
2004-01-04,실미도,2003-12-24,357439000,56194,50,295,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-04,반지의 제왕 : 왕의 귀환,2003-12-17,210827500,33959,43,192,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-04,동해물과 백두산이,2003-12-31,116610500,17994,20,144,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-04,러브 액츄얼리,2003-12-05,36842500,5489,10,52,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-04,더 캣,2003-12-31,27212000,4432,11,61,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-04,올드보이,2003-11-21,9946000,1511,4,16,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-04,해피에로크리스마스,2003-12-17,4393500,624,6,20,한국,(주)튜브엔터테인먼트,15세관람가,드라마,이건동
2004-01-05,실미도,2003-12-24,218834500,34234,47,266,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-05,반지의 제왕 : 왕의 귀환,2003-12-17,99786500,15902,44,193,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-05,동해물과 백두산이,2003-12-31,51499000,8001,19,148,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-05,러브 액츄얼리,2003-12-05,22321000,3393,10,56,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-05,더 캣,2003-12-31,9132000,1465,12,64,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-05,올드보이,2003-11-21,6401000,992,4,16,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-05,해피에로크리스마스,2003-12-17,1295500,193,6,18,한국,(주)튜브엔터테인먼트,15세관람가,드라마,이건동
2004-01-06,실미도,2003-12-24,213119500,33346,49,270,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-06,반지의 제왕 : 왕의 귀환,2003-12-17,91849500,14662,44,188,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-06,동해물과 백두산이,2003-12-31,55484500,8732,20,147,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-06,러브 액츄얼리,2003-12-05,23401000,3558,10,56,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-06,더 캣,2003-12-31,9731500,1600,12,64,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-06,올드보이,2003-11-21,6392500,994,5,17,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-06,해피에로크리스마스,2003-12-17,1714500,257,5,17,한국,(주)튜브엔터테인먼트,15세관람가,드라마,이건동
2004-01-07,실미도,2003-12-24,204337500,31945,47,266,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-07,반지의 제왕 : 왕의 귀환,2003-12-17,84393500,13428,44,190,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-07,동해물과 백두산이,2003-12-31,52368500,8271,19,147,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-07,러브 액츄얼리,2003-12-05,24657000,3778,10,56,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-07,더 캣,2003-12-31,10716000,1739,12,64,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-07,올드보이,2003-11-21,6710500,1041,5,18,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-07,해피에로크리스마스,2003-12-17,1706500,252,6,16,한국,(주)튜브엔터테인먼트,15세관람가,드라마,이건동
2004-01-08,실미도,2003-12-24,193467000,30614,44,253,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-08,라스트 사무라이,2004-01-09,80526500,13085,32,170,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-08,반지의 제왕 : 왕의 귀환,2003-12-17,70725000,11404,33,141,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-08,동해물과 백두산이,2003-12-31,37089500,5889,17,115,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-08,러브 액츄얼리,2003-12-05,14113000,2173,6,24,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-08,더 캣,2003-12-31,6643500,1089,11,42,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-08,올드보이,2003-11-21,5911000,926,5,17,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-09,실미도,2003-12-24,227242000,36705,43,263,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-09,라스트 사무라이,2004-01-09,117882000,19141,35,191,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-09,반지의 제왕 : 왕의 귀환,2003-12-17,87366500,14212,32,144,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-09,동해물과 백두산이,2003-12-31,44563000,7609,16,118,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-09,러브 액츄얼리,2003-12-05,15278500,2452,6,25,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-09,더 캣,2003-12-31,7050000,1206,11,38,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-09,올드보이,2003-11-21,6267500,1042,5,17,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-10,실미도,2003-12-24,342999500,53379,44,265,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-10,라스트 사무라이,2004-01-09,178454500,27731,33,187,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-10,반지의 제왕 : 왕의 귀환,2003-12-17,154832500,24637,34,152,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-10,동해물과 백두산이,2003-12-31,76381000,11782,16,117,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-10,러브 액츄얼리,2003-12-05,20395500,3051,7,24,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-10,더 캣,2003-12-31,16935000,2854,11,37,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-10,올드보이,2003-11-21,8985000,1354,5,17,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-11,실미도,2003-12-24,343325000,53640,44,260,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-11,라스트 사무라이,2004-01-09,179477000,28031,31,182,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-11,반지의 제왕 : 왕의 귀환,2003-12-17,147180000,23588,33,147,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-11,동해물과 백두산이,2003-12-31,75905500,11722,16,117,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-11,러브 액츄얼리,2003-12-05,19186000,2884,6,23,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-11,더 캣,2003-12-31,16515000,2724,11,37,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-11,올드보이,2003-11-21,8453500,1285,5,17,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-11,말죽거리 잔혹사,2004-01-16,2175500,284,1,1,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-01-12,실미도,2003-12-24,179195500,28129,43,243,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-12,라스트 사무라이,2004-01-09,79686000,12437,31,163,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-12,반지의 제왕 : 왕의 귀환,2003-12-17,65926000,10538,31,131,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-12,동해물과 백두산이,2003-12-31,25490500,3980,16,110,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-12,말죽거리 잔혹사,2004-01-16,17650500,2777,11,17,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-01-12,러브 액츄얼리,2003-12-05,12982000,1962,6,24,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-12,올드보이,2003-11-21,5552000,851,5,17,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-12,더 캣,2003-12-31,4312500,718,10,34,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-13,실미도,2003-12-24,181251000,28374,43,243,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-13,라스트 사무라이,2004-01-09,89426500,13956,31,170,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-13,반지의 제왕 : 왕의 귀환,2003-12-17,64052500,10207,31,130,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-13,동해물과 백두산이,2003-12-31,28930500,4500,16,109,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-13,러브 액츄얼리,2003-12-05,12613000,1907,5,21,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-13,올드보이,2003-11-21,5825500,892,5,19,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-13,더 캣,2003-12-31,4938500,832,9,33,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-14,실미도,2003-12-24,183065000,28723,44,239,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-14,라스트 사무라이,2004-01-09,78375000,12227,31,170,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-14,반지의 제왕 : 왕의 귀환,2003-12-17,59478500,9556,31,128,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-14,말죽거리 잔혹사,2004-01-16,29692500,4508,7,26,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-01-14,동해물과 백두산이,2003-12-31,23659500,3710,16,113,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-14,러브 액츄얼리,2003-12-05,11847500,1797,5,23,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-14,올드보이,2003-11-21,5786500,883,5,20,한국,"쇼이스트(주),씨제이이앤엠(주)",18세관람가,스릴러,박찬욱
2004-01-14,더 캣,2003-12-31,4846500,831,10,36,미국,씨제이엔터테인먼트(주),전체관람가,"판타지,어드벤처",보 웰치
2004-01-14,안녕! 유에프오,2004-01-30,0,0,1,1,한국,(주)튜브엔터테인먼트,전체관람가,드라마,김진민
2004-01-15,말죽거리 잔혹사,2004-01-16,145405000,23461,35,202,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-01-15,실미도,2003-12-24,141210500,22179,24,138,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-15,내사랑 싸가지,2004-01-16,65860500,10753,15,117,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-01-15,라스트 사무라이,2004-01-09,44811000,7069,16,88,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-15,반지의 제왕 : 왕의 귀환,2003-12-17,29437000,4752,18,54,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-15,피터 팬,2004-01-16,20972000,3363,15,73,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-01-15,빙우,2004-01-16,15218000,2388,15,96,한국,쇼박스㈜미디어플렉스,12세관람가,드라마,김은숙
2004-01-15,브라더 베어,2004-01-16,5471500,841,10,33,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,드라마,"애론 블레이즈,로버트 워커"
2004-01-15,러브 액츄얼리,2003-12-05,3999000,605,1,7,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-15,동해물과 백두산이,2003-12-31,2880500,418,3,12,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-15,반지의 제왕 ; 두개의 탑,2002-12-19,0,0,1,3,미국,(주)시네마서비스,12세관람가,"액션,어드벤처,판타지",피터 잭슨
2004-01-15,천년호,2003-11-28,0,0,1,4,한국,(주)시네마서비스,15세관람가,"멜로/로맨스,액션,판타지",이광훈
2004-01-15,춤추는 대수사선 2,2003-12-12,0,0,1,3,일본,(주)오시네마,12세관람가,"액션,범죄,코미디",모토히로 카츠유키
2004-01-15,반지의 제왕 : 반지원정대,2001-12-31,0,0,1,3,미국,(주)시네마서비스,12세관람가,드라마,피터 잭슨
2004-01-15,미스틱 리버,2003-12-05,0,0,1,3,미국,워너브러더스 (주),15세관람가,"미스터리,드라마,범죄",클린트 이스트우드
2004-01-15,사토라레,2003-11-21,0,0,1,3,일본,(주)시네마서비스,전체관람가,드라마,모토히로 카츠유키
2004-01-15,매트릭스3 레볼루션,2003-11-05,0,0,1,3,미국,워너브러더스 (주),15세관람가,"SF,액션,범죄","앤디 워쇼스키,래리 워쇼스키"
2004-01-15,춤추는 대수사선,2000-07-22,0,0,1,4,일본,,12세관람가,"범죄,액션,코미디",모토히로 카츠유키
2004-01-16,말죽거리 잔혹사,2004-01-16,244784000,40396,37,226,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-01-16,실미도,2003-12-24,160368000,25739,28,154,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-16,내사랑 싸가지,2004-01-16,120643000,20409,20,136,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-01-16,라스트 사무라이,2004-01-09,52126500,8353,17,94,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-16,피터 팬,2004-01-16,34986500,5892,15,75,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-01-16,반지의 제왕 : 왕의 귀환,2003-12-17,34156000,5605,19,57,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-16,빙우,2004-01-16,32781000,5438,16,102,한국,쇼박스㈜미디어플렉스,12세관람가,드라마,김은숙
2004-01-16,브라더 베어,2004-01-16,9203500,1463,10,31,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,드라마,"애론 블레이즈,로버트 워커"
2004-01-16,러브 액츄얼리,2003-12-05,5526500,853,2,10,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-16,동해물과 백두산이,2003-12-31,2606500,420,1,7,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-01-17,말죽거리 잔혹사,2004-01-16,317849500,50030,38,240,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-01-17,실미도,2003-12-24,229437000,35748,35,175,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-17,내사랑 싸가지,2004-01-16,147555000,23938,20,136,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-01-17,라스트 사무라이,2004-01-09,85801000,13312,19,98,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-17,피터 팬,2004-01-16,57091000,9489,15,76,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-01-17,빙우,2004-01-16,56144500,8444,17,109,한국,쇼박스㈜미디어플렉스,12세관람가,드라마,김은숙
2004-01-17,반지의 제왕 : 왕의 귀환,2003-12-17,50291500,8143,20,58,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-17,브라더 베어,2004-01-16,20912500,3112,11,31,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,드라마,"애론 블레이즈,로버트 워커"
2004-01-17,러브 액츄얼리,2003-12-05,6943500,1042,2,10,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-17,반지의 제왕 : 반지원정대,2001-12-31,0,0,1,1,미국,(주)시네마서비스,12세관람가,드라마,피터 잭슨
2004-01-18,말죽거리 잔혹사,2004-01-16,301746500,47542,40,240,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-01-18,실미도,2003-12-24,229601000,36075,35,171,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-18,내사랑 싸가지,2004-01-16,138280500,22431,21,132,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-01-18,라스트 사무라이,2004-01-09,85410500,13360,19,96,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-18,피터 팬,2004-01-16,55557000,9197,15,72,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-01-18,반지의 제왕 : 왕의 귀환,2003-12-17,48268500,7868,18,55,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-18,빙우,2004-01-16,51171500,7773,18,104,한국,쇼박스㈜미디어플렉스,12세관람가,드라마,김은숙
2004-01-18,브라더 베어,2004-01-16,18314000,2734,10,27,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,드라마,"애론 블레이즈,로버트 워커"
2004-01-18,러브 액츄얼리,2003-12-05,6464000,971,2,10,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-19,말죽거리 잔혹사,2004-01-16,158959500,25214,37,220,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-01-19,실미도,2003-12-24,137483000,21557,31,158,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-19,내사랑 싸가지,2004-01-16,87246000,14131,18,129,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-01-19,라스트 사무라이,2004-01-09,49212000,7748,18,94,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-19,반지의 제왕 : 왕의 귀환,2003-12-17,33436000,5467,18,56,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-19,피터 팬,2004-01-16,30535000,5092,15,72,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-01-19,빙우,2004-01-16,18663500,2918,16,99,한국,쇼박스㈜미디어플렉스,12세관람가,드라마,김은숙
2004-01-19,러브 액츄얼리,2003-12-05,5421000,851,2,10,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-19,브라더 베어,2004-01-16,4969500,777,7,25,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,드라마,"애론 블레이즈,로버트 워커"
2004-01-19,자토이치,2004-01-30,0,0,1,1,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-01-20,말죽거리 잔혹사,2004-01-16,188624500,29836,36,229,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-01-20,실미도,2003-12-24,156627500,24609,30,170,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-20,내사랑 싸가지,2004-01-16,96998500,15571,22,143,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-01-20,라스트 사무라이,2004-01-09,51500500,8129,18,79,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-20,반지의 제왕 : 왕의 귀환,2003-12-17,33497000,5435,14,46,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-20,피터 팬,2004-01-16,29998500,4957,15,69,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-01-20,페이첵,2004-01-22,29621000,4730,11,73,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-01-20,빙우,2004-01-16,21627000,3335,16,74,한국,쇼박스㈜미디어플렉스,12세관람가,드라마,김은숙
2004-01-20,브라더 베어,2004-01-16,6419500,980,6,21,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,드라마,"애론 블레이즈,로버트 워커"
2004-01-20,러브 액츄얼리,2003-12-05,6203000,967,2,9,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-21,말죽거리 잔혹사,2004-01-16,210369000,32713,36,235,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-01-21,실미도,2003-12-24,206805000,32190,32,174,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-21,내사랑 싸가지,2004-01-16,101883500,16041,20,148,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-01-21,페이첵,2004-01-22,66199500,10296,16,108,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-01-21,라스트 사무라이,2004-01-09,55143500,8557,18,74,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-21,피터 팬,2004-01-16,44311500,7181,14,67,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-01-21,반지의 제왕 : 왕의 귀환,2003-12-17,31568000,5018,11,38,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-21,빙우,2004-01-16,18366500,2715,15,49,한국,쇼박스㈜미디어플렉스,12세관람가,드라마,김은숙
2004-01-21,러브 액츄얼리,2003-12-05,6844500,1034,2,10,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-01-21,브라더 베어,2004-01-16,6851500,1008,4,15,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,드라마,"애론 블레이즈,로버트 워커"
2004-01-22,실미도,2003-12-24,235297000,36238,33,177,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-01-22,말죽거리 잔혹사,2004-01-16,235231000,36207,36,235,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-01-22,내사랑 싸가지,2004-01-16,117282000,18256,19,140,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-01-22,페이첵,2004-01-22,75506500,11604,16,112,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-01-22,라스트 사무라이,2004-01-09,67015000,10295,18,76,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-01-22,피터 팬,2004-01-16,44606000,7088,14,67,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-01-22,반지의 제왕 : 왕의 귀환,2003-12-17,31910500,5016,10,37,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-01-22,빙우,2004-01-16,20355000,2988,15,49,한국,쇼박스㈜미디어플렉스,12세관람가,드라마,김은숙
