date,title,date_open,revenue,numberofaudience,numberofscreen,numberofshow,nation,distributor,rating,genre,director
2004-02-06,라스트 사무라이,2004-01-09,12285500,1978,13,45,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-06,피터 팬,2004-01-16,11180500,1925,14,49,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-02-06,반지의 제왕 : 왕의 귀환,2003-12-17,11554000,1851,6,19,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-02-06,페이첵,2004-01-22,8424500,1336,11,36,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-06,내사랑 싸가지,2004-01-16,6040000,1036,8,30,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-02-06,안녕! 유에프오,2004-01-30,4412000,744,6,19,한국,(주)튜브엔터테인먼트,전체관람가,드라마,김진민
2004-02-06,자토이치,2004-01-30,4749000,723,5,19,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-06,런어웨이,2004-01-30,4470000,721,2,8,미국,이십세기폭스필름코퍼레이션,15세관람가,스릴러,게리 플레더
2004-02-06,그녀를 모르면 간첩,2004-01-30,380000,62,3,8,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,박한준
2004-02-06,곰이 되고 싶어요,2004-01-30,128000,20,1,4,덴마크,필름뱅크(주),전체관람가,드라마,야니크 하스트럽
2004-02-07,태극기 휘날리며,2004-02-05,694094000,109972,103,515,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-07,실미도,2003-12-24,176707500,27589,34,182,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-07,말죽거리 잔혹사,2004-01-16,57818500,8815,22,126,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-07,피터 팬,2004-01-16,30070000,5114,14,51,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-02-07,반지의 제왕 : 왕의 귀환,2003-12-17,20114500,3165,6,19,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-02-07,라스트 사무라이,2004-01-09,18081500,2714,13,40,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-07,페이첵,2004-01-22,17143000,2536,11,38,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-07,베이직,2004-02-06,16136000,2440,11,61,미국,코리아픽쳐스(주),15세관람가,액션,존 맥티어난
2004-02-07,내사랑 싸가지,2004-01-16,5570000,911,6,20,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-02-07,런어웨이,2004-01-30,5794500,855,2,6,미국,이십세기폭스필름코퍼레이션,15세관람가,스릴러,게리 플레더
2004-02-07,자토이치,2004-01-30,4567000,658,4,12,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-07,안녕! 유에프오,2004-01-30,4018500,655,6,16,한국,(주)튜브엔터테인먼트,전체관람가,드라마,김진민
2004-02-07,그녀를 모르면 간첩,2004-01-30,1635500,262,5,12,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,박한준
2004-02-07,곰이 되고 싶어요,2004-01-30,893000,141,1,7,덴마크,필름뱅크(주),전체관람가,드라마,야니크 하스트럽
2004-02-08,태극기 휘날리며,2004-02-05,690235500,109834,104,504,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-08,실미도,2003-12-24,176510000,27657,32,174,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-08,말죽거리 잔혹사,2004-01-16,63211000,9820,23,127,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-08,피터 팬,2004-01-16,33776000,5653,14,51,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-02-08,반지의 제왕 : 왕의 귀환,2003-12-17,18545500,2934,6,18,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-02-08,라스트 사무라이,2004-01-09,16347000,2467,12,36,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-08,페이첵,2004-01-22,15382000,2353,11,35,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-08,베이직,2004-02-06,13748500,2069,11,52,미국,코리아픽쳐스(주),15세관람가,액션,존 맥티어난
2004-02-08,내사랑 싸가지,2004-01-16,6814500,1117,6,20,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-02-08,런어웨이,2004-01-30,7286000,1084,2,9,미국,이십세기폭스필름코퍼레이션,15세관람가,스릴러,게리 플레더
2004-02-08,안녕! 유에프오,2004-01-30,4988000,820,6,15,한국,(주)튜브엔터테인먼트,전체관람가,드라마,김진민
2004-02-08,자토이치,2004-01-30,4424000,627,4,12,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-08,그녀를 모르면 간첩,2004-01-30,1518000,247,3,9,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,박한준
2004-02-08,곰이 되고 싶어요,2004-01-30,1035000,164,1,7,덴마크,필름뱅크(주),전체관람가,드라마,야니크 하스트럽
2004-02-09,태극기 휘날리며,2004-02-05,440303000,70696,88,440,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-09,실미도,2003-12-24,81140500,12834,31,164,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-09,말죽거리 잔혹사,2004-01-16,17087000,2689,23,134,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-09,반지의 제왕 : 왕의 귀환,2003-12-17,8226000,1300,6,18,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-02-09,피터 팬,2004-01-16,6260000,1081,14,50,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-02-09,라스트 사무라이,2004-01-09,7023500,1077,12,38,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-09,베이직,2004-02-06,6539000,1012,11,59,미국,코리아픽쳐스(주),15세관람가,액션,존 맥티어난
2004-02-09,페이첵,2004-01-22,5741000,867,11,35,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-09,자토이치,2004-01-30,3460500,526,5,16,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-09,내사랑 싸가지,2004-01-16,2373500,390,6,26,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-02-09,런어웨이,2004-01-30,1829500,270,2,5,미국,이십세기폭스필름코퍼레이션,15세관람가,스릴러,게리 플레더
2004-02-09,안녕! 유에프오,2004-01-30,888000,152,6,14,한국,(주)튜브엔터테인먼트,전체관람가,드라마,김진민
2004-02-09,그녀를 모르면 간첩,2004-01-30,276000,49,2,6,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,박한준
2004-02-09,곰이 되고 싶어요,2004-01-30,158000,25,2,6,덴마크,필름뱅크(주),전체관람가,드라마,야니크 하스트럽
2004-02-09,목포는 항구다,2004-02-20,0,0,1,1,한국,코리아픽쳐스(주),15세관람가,"드라마,코미디",김지훈
2004-02-10,태극기 휘날리며,2004-02-05,429956500,68761,91,464,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-10,실미도,2003-12-24,72017000,11417,31,166,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-10,말죽거리 잔혹사,2004-01-16,17132000,2683,23,130,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-10,반지의 제왕 : 왕의 귀환,2003-12-17,8548000,1339,7,22,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-02-10,라스트 사무라이,2004-01-09,8560500,1328,12,44,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-10,피터 팬,2004-01-16,6534000,1102,14,46,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-02-10,페이첵,2004-01-22,6630000,1016,11,36,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-10,베이직,2004-02-06,6519000,1002,12,67,미국,코리아픽쳐스(주),15세관람가,액션,존 맥티어난
2004-02-10,자토이치,2004-01-30,4173500,641,5,17,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-10,내사랑 싸가지,2004-01-16,1970500,322,7,26,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-02-10,런어웨이,2004-01-30,1904500,279,2,5,미국,이십세기폭스필름코퍼레이션,15세관람가,스릴러,게리 플레더
2004-02-10,안녕! 유에프오,2004-01-30,1444000,242,7,22,한국,(주)튜브엔터테인먼트,전체관람가,드라마,김진민
2004-02-10,곰이 되고 싶어요,2004-01-30,281000,44,2,7,덴마크,필름뱅크(주),전체관람가,드라마,야니크 하스트럽
2004-02-10,그녀를 모르면 간첩,2004-01-30,63000,10,1,2,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,박한준
2004-02-10,목포는 항구다,2004-02-20,0,0,1,1,한국,코리아픽쳐스(주),15세관람가,"드라마,코미디",김지훈
2004-02-11,태극기 휘날리며,2004-02-05,428453000,68527,95,463,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-11,실미도,2003-12-24,68627000,10883,32,169,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-11,말죽거리 잔혹사,2004-01-16,17901000,2809,25,146,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-11,반지의 제왕 : 왕의 귀환,2003-12-17,8310000,1319,7,21,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-02-11,라스트 사무라이,2004-01-09,8264500,1279,13,48,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-11,베이직,2004-02-06,7452000,1147,12,64,미국,코리아픽쳐스(주),15세관람가,액션,존 맥티어난
2004-02-11,페이첵,2004-01-22,6810500,1053,11,35,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-11,피터 팬,2004-01-16,5665500,958,14,49,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-02-11,자토이치,2004-01-30,4216000,645,6,21,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-11,내사랑 싸가지,2004-01-16,2147500,369,7,26,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-02-11,런어웨이,2004-01-30,2274000,342,2,5,미국,이십세기폭스필름코퍼레이션,15세관람가,스릴러,게리 플레더
2004-02-11,안녕! 유에프오,2004-01-30,1301500,211,7,21,한국,(주)튜브엔터테인먼트,전체관람가,드라마,김진민
2004-02-11,곰이 되고 싶어요,2004-01-30,344000,53,2,8,덴마크,필름뱅크(주),전체관람가,드라마,야니크 하스트럽
2004-02-11,그녀를 모르면 간첩,2004-01-30,108000,17,2,4,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,박한준
2004-02-11,목포는 항구다,2004-02-20,0,0,1,1,한국,코리아픽쳐스(주),15세관람가,"드라마,코미디",김지훈
2004-02-12,태극기 휘날리며,2004-02-05,418236500,67379,101,500,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-12,실미도,2003-12-24,61488500,9809,30,164,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-12,사랑할 때 버려야 할 아까운 것들,2004-02-13,29451000,4816,15,96,미국,워너브러더스 (주),15세관람가,코미디,낸시 마이어스
2004-02-12,말죽거리 잔혹사,2004-01-16,8999500,1378,13,62,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-12,열두명의 웬수들,2004-02-13,6220000,994,9,45,미국,이십세기폭스필름코퍼레이션,전체관람가,코미디,숀 레비
2004-02-12,그녀를 믿지 마세요,2004-02-20,3000000,500,2,2,한국,(주)시네마서비스,12세관람가,코미디,배형준
2004-02-12,자토이치,2004-01-30,2085000,305,3,12,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-12,페이첵,2004-01-22,1775500,263,1,4,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-12,머나먼 사랑,2004-02-13,1290000,190,4,14,미국,UIP코리아,15세관람가,드라마,마틴 캠벨
2004-02-12,라스트 사무라이,2004-01-09,1099000,170,4,12,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-12,스파이 키드 3D,2004-02-13,863500,144,3,13,미국,씨제이엔터테인먼트(주),전체관람가,액션,로버트 로드리게즈
2004-02-12,반지의 제왕 : 왕의 귀환,2003-12-17,651000,100,2,5,미국,씨제이엔터테인먼트(주),12세관람가,"판타지,어드벤처",피터 잭슨
2004-02-12,마법경찰 갈갈이와 옥동자,2004-02-13,582500,97,12,28,한국,콜럼비아트라이스타㈜,전체관람가,코미디,이한열
2004-02-12,안녕! 유에프오,2004-01-30,483000,74,2,10,한국,(주)튜브엔터테인먼트,전체관람가,드라마,김진민
2004-02-12,베이직,2004-02-06,295500,44,2,10,미국,코리아픽쳐스(주),15세관람가,액션,존 맥티어난
2004-02-12,내사랑 싸가지,2004-01-16,201000,34,2,4,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-02-12,피터 팬,2004-01-16,175000,28,1,2,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건
2004-02-12,곰이 되고 싶어요,2004-01-30,145000,22,1,6,덴마크,필름뱅크(주),전체관람가,드라마,야니크 하스트럽
2004-02-12,엘시드 - 전설의 영웅,2004-02-13,100000,21,1,3,스페인,아우라엔터테인먼트,전체관람가,사극,호셉 포조
2004-02-12,그녀를 모르면 간첩,2004-01-30,111000,17,2,4,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,박한준
2004-02-12,동해물과 백두산이,2003-12-31,27000,4,1,2,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-02-12,스쿨 오브 락,2004-02-27,0,0,1,1,미국,UIP코리아,전체관람가,코미디,리차드 링클레이터
2004-02-12,러브 미 이프 유 대어,2004-03-05,0,0,1,3,프랑스,(주)엔터모드,15세관람가,멜로/로맨스,얀 사뮤엘
2004-02-13,태극기 휘날리며,2004-02-05,487159500,79778,107,548,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-13,실미도,2003-12-24,71402500,11475,30,172,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-13,사랑할 때 버려야 할 아까운 것들,2004-02-13,51281000,8456,19,114,미국,워너브러더스 (주),15세관람가,코미디,낸시 마이어스
2004-02-13,열두명의 웬수들,2004-02-13,8651500,1421,12,57,미국,이십세기폭스필름코퍼레이션,전체관람가,코미디,숀 레비
2004-02-13,말죽거리 잔혹사,2004-01-16,7560000,1226,10,37,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-13,스파이 키드 3D,2004-02-13,3643500,603,3,14,미국,씨제이엔터테인먼트(주),전체관람가,액션,로버트 로드리게즈
2004-02-13,자토이치,2004-01-30,3329500,504,3,11,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-13,머나먼 사랑,2004-02-13,3009500,474,11,35,미국,UIP코리아,15세관람가,드라마,마틴 캠벨
2004-02-13,페이첵,2004-01-22,2023500,329,1,4,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-13,마법경찰 갈갈이와 옥동자,2004-02-13,1606500,278,12,40,한국,콜럼비아트라이스타㈜,전체관람가,코미디,이한열
2004-02-13,엘시드 - 전설의 영웅,2004-02-13,595000,101,1,3,스페인,아우라엔터테인먼트,전체관람가,사극,호셉 포조
2004-02-13,라스트 사무라이,2004-01-09,375500,67,2,7,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-13,동해물과 백두산이,2003-12-31,183000,35,1,5,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-02-13,내사랑 싸가지,2004-01-16,49500,8,1,2,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-02-13,러브 미 이프 유 대어,2004-03-05,0,0,1,6,프랑스,(주)엔터모드,15세관람가,멜로/로맨스,얀 사뮤엘
2004-02-14,태극기 휘날리며,2004-02-05,780725500,123064,115,591,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-14,실미도,2003-12-24,127251000,19775,29,169,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-14,사랑할 때 버려야 할 아까운 것들,2004-02-13,83217000,12920,20,113,미국,워너브러더스 (주),15세관람가,코미디,낸시 마이어스
2004-02-14,열두명의 웬수들,2004-02-13,12117000,1958,12,52,미국,이십세기폭스필름코퍼레이션,전체관람가,코미디,숀 레비
2004-02-14,말죽거리 잔혹사,2004-01-16,11153500,1633,10,35,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-14,머나먼 사랑,2004-02-13,7293000,1094,11,38,미국,UIP코리아,15세관람가,드라마,마틴 캠벨
2004-02-14,그녀를 믿지 마세요,2004-02-20,6427000,947,6,8,한국,(주)시네마서비스,12세관람가,코미디,배형준
2004-02-14,러브 액츄얼리,2003-12-05,6576500,921,2,10,미국,"UIP코리아,(주)팝엔터테인먼트","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스
2004-02-14,스파이 키드 3D,2004-02-13,5426500,868,3,12,미국,씨제이엔터테인먼트(주),전체관람가,액션,로버트 로드리게즈
2004-02-14,마법경찰 갈갈이와 옥동자,2004-02-13,4217000,679,12,36,한국,콜럼비아트라이스타㈜,전체관람가,코미디,이한열
2004-02-14,페이첵,2004-01-22,3345500,472,1,5,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-14,자토이치,2004-01-30,1516000,267,2,9,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-14,라스트 사무라이,2004-01-09,469500,71,2,8,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-14,동해물과 백두산이,2003-12-31,212000,32,1,7,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-02-14,내사랑 싸가지,2004-01-16,69000,11,1,2,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-02-15,태극기 휘날리며,2004-02-05,751255000,118914,115,562,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-15,실미도,2003-12-24,127306000,19904,28,158,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-15,사랑할 때 버려야 할 아까운 것들,2004-02-13,70327500,10869,19,109,미국,워너브러더스 (주),15세관람가,코미디,낸시 마이어스
2004-02-15,열두명의 웬수들,2004-02-13,17598000,2786,12,59,미국,이십세기폭스필름코퍼레이션,전체관람가,코미디,숀 레비
2004-02-15,말죽거리 잔혹사,2004-01-16,11907000,1776,10,34,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-15,스파이 키드 3D,2004-02-13,8571000,1415,3,12,미국,씨제이엔터테인먼트(주),전체관람가,액션,로버트 로드리게즈
2004-02-15,마법경찰 갈갈이와 옥동자,2004-02-13,7112000,1175,13,41,한국,콜럼비아트라이스타㈜,전체관람가,코미디,이한열
2004-02-15,머나먼 사랑,2004-02-13,5180000,775,11,34,미국,UIP코리아,15세관람가,드라마,마틴 캠벨
2004-02-15,자토이치,2004-01-30,4851500,737,3,13,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-15,페이첵,2004-01-22,2862500,391,1,5,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-15,라스트 사무라이,2004-01-09,1059500,166,3,8,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-15,내사랑 싸가지,2004-01-16,447500,73,1,2,한국,(주)시네마서비스,12세관람가,코미디,신동엽
2004-02-15,동해물과 백두산이,2003-12-31,217000,33,1,6,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-02-16,태극기 휘날리며,2004-02-05,350639500,56349,102,500,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-16,실미도,2003-12-24,51050000,8138,29,159,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-16,사랑할 때 버려야 할 아까운 것들,2004-02-13,40610000,6369,17,109,미국,워너브러더스 (주),15세관람가,코미디,낸시 마이어스
2004-02-16,열두명의 웬수들,2004-02-13,7322000,1151,12,53,미국,이십세기폭스필름코퍼레이션,전체관람가,코미디,숀 레비
2004-02-16,말죽거리 잔혹사,2004-01-16,5045000,780,9,39,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-16,자토이치,2004-01-30,3472500,531,2,12,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-16,페이첵,2004-01-22,2589000,375,1,5,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-16,머나먼 사랑,2004-02-13,2250000,337,10,36,미국,UIP코리아,15세관람가,드라마,마틴 캠벨
2004-02-16,스파이 키드 3D,2004-02-13,1772000,303,3,10,미국,씨제이엔터테인먼트(주),전체관람가,액션,로버트 로드리게즈
2004-02-16,목포는 항구다,2004-02-20,1984500,285,1,1,한국,코리아픽쳐스(주),15세관람가,"드라마,코미디",김지훈
2004-02-16,마법경찰 갈갈이와 옥동자,2004-02-13,1117500,195,10,30,한국,콜럼비아트라이스타㈜,전체관람가,코미디,이한열
2004-02-16,라스트 사무라이,2004-01-09,825500,129,3,11,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-16,베이직,2004-02-06,105000,15,1,3,미국,코리아픽쳐스(주),15세관람가,액션,존 맥티어난
2004-02-16,동해물과 백두산이,2003-12-31,40000,6,1,3,한국,쇼박스㈜미디어플렉스,15세관람가,코미디,안진우
2004-02-17,태극기 휘날리며,2004-02-05,333850500,53399,99,486,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-17,실미도,2003-12-24,56488500,9005,28,158,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-17,사랑할 때 버려야 할 아까운 것들,2004-02-13,43203000,6804,17,108,미국,워너브러더스 (주),15세관람가,코미디,낸시 마이어스
2004-02-17,열두명의 웬수들,2004-02-13,8156500,1294,11,54,미국,이십세기폭스필름코퍼레이션,전체관람가,코미디,숀 레비
2004-02-17,말죽거리 잔혹사,2004-01-16,5525500,861,8,35,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-17,자토이치,2004-01-30,3205000,490,2,11,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-17,머나먼 사랑,2004-02-13,2575500,389,11,32,미국,UIP코리아,15세관람가,드라마,마틴 캠벨
2004-02-17,스파이 키드 3D,2004-02-13,2186500,375,3,12,미국,씨제이엔터테인먼트(주),전체관람가,액션,로버트 로드리게즈
2004-02-17,페이첵,2004-01-22,2504000,362,1,5,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-17,마법경찰 갈갈이와 옥동자,2004-02-13,1268000,216,11,35,한국,콜럼비아트라이스타㈜,전체관람가,코미디,이한열
2004-02-17,라스트 사무라이,2004-01-09,650500,104,2,6,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-17,베이직,2004-02-06,153500,22,1,4,미국,코리아픽쳐스(주),15세관람가,액션,존 맥티어난
2004-02-18,태극기 휘날리며,2004-02-05,315565500,50312,99,488,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-18,실미도,2003-12-24,53083500,8473,29,160,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-18,사랑할 때 버려야 할 아까운 것들,2004-02-13,46022000,7212,17,109,미국,워너브러더스 (주),15세관람가,코미디,낸시 마이어스
2004-02-18,열두명의 웬수들,2004-02-13,7614500,1213,10,51,미국,이십세기폭스필름코퍼레이션,전체관람가,코미디,숀 레비
2004-02-18,말죽거리 잔혹사,2004-01-16,6705000,1044,8,39,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-18,스파이 키드 3D,2004-02-13,3591500,612,3,12,미국,씨제이엔터테인먼트(주),전체관람가,액션,로버트 로드리게즈
2004-02-18,그녀를 믿지 마세요,2004-02-20,3568500,567,2,8,한국,(주)시네마서비스,12세관람가,코미디,배형준
2004-02-18,자토이치,2004-01-30,3402000,529,2,13,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-18,머나먼 사랑,2004-02-13,2813000,420,11,31,미국,UIP코리아,15세관람가,드라마,마틴 캠벨
2004-02-18,마법경찰 갈갈이와 옥동자,2004-02-13,2282000,391,10,37,한국,콜럼비아트라이스타㈜,전체관람가,코미디,이한열
2004-02-18,페이첵,2004-01-22,2671000,387,1,5,미국,씨제이엔터테인먼트(주),15세관람가,액션,오우삼
2004-02-18,라스트 사무라이,2004-01-09,1285500,202,2,8,미국,워너브러더스 (주),15세관람가,액션,에드워드 즈윅
2004-02-18,베이직,2004-02-06,83000,12,1,4,미국,코리아픽쳐스(주),15세관람가,액션,존 맥티어난
2004-02-18,목포는 항구다,2004-02-20,0,0,1,1,한국,코리아픽쳐스(주),15세관람가,"드라마,코미디",김지훈
2004-02-18,콜드 마운틴,2004-02-20,0,0,1,1,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,전쟁,안소니 밍겔라
2004-02-19,태극기 휘날리며,2004-02-05,289618500,46558,74,399,한국,쇼박스㈜미디어플렉스,15세관람가,"전쟁,드라마",강제규
2004-02-19,목포는 항구다,2004-02-20,59013500,9726,18,129,한국,코리아픽쳐스(주),15세관람가,"드라마,코미디",김지훈
2004-02-19,그녀를 믿지 마세요,2004-02-20,51941000,8625,19,132,한국,(주)시네마서비스,12세관람가,코미디,배형준
2004-02-19,실미도,2003-12-24,51643500,8243,24,140,한국,(주)시네마서비스,15세관람가,전쟁,강우석
2004-02-19,사랑할 때 버려야 할 아까운 것들,2004-02-13,23976500,3719,10,46,미국,워너브러더스 (주),15세관람가,코미디,낸시 마이어스
2004-02-19,콜드 마운틴,2004-02-20,15972500,2657,13,68,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,전쟁,안소니 밍겔라
2004-02-19,사랑도 통역이 되나요?,2004-02-20,12980000,2103,12,84,미국,씨제이엔터테인먼트(주),15세관람가,"멜로/로맨스,액션",소피아 코폴라
2004-02-19,열두명의 웬수들,2004-02-13,2555000,378,3,17,미국,이십세기폭스필름코퍼레이션,전체관람가,코미디,숀 레비
2004-02-19,말죽거리 잔혹사,2004-01-16,2092500,313,4,12,한국,씨제이엔터테인먼트(주),15세관람가,"액션,멜로/로맨스",유하
2004-02-19,스파이 키드 3D,2004-02-13,1332000,219,1,4,미국,씨제이엔터테인먼트(주),전체관람가,액션,로버트 로드리게즈
2004-02-19,자토이치,2004-01-30,1377000,212,2,8,일본,인터비스앤파트너스(주),15세관람가,액션,기타노 다케시
2004-02-19,마법경찰 갈갈이와 옥동자,2004-02-13,261000,43,1,5,한국,콜럼비아트라이스타㈜,전체관람가,코미디,이한열
2004-02-19,머나먼 사랑,2004-02-13,102500,17,2,5,미국,UIP코리아,15세관람가,드라마,마틴 캠벨
